2907;data;/ietf-schc:duplicate-rule/input;;-358;;;;;;;;;;;;2656;;;;;;;;;;
2908;data;/ietf-schc:duplicate-rule/input/from;;-359;;;;;;;;;;;;2657;;;;;;;;;;
2909;data;/ietf-schc:duplicate-rule/input/from/rule-id-length;;-360;;;;;;;;;;;;2658;;;;;;;;;;
2910;data;/ietf-schc:duplicate-rule/input/from/rule-id-value;;-361;;;;;;;;;;;;2659;;;;;;;;;;
2911;data;/ietf-schc:duplicate-rule/input/ipatch-sequence;;-362;;;;;;;;;;;;2660;;;;;;;;;;
2912;data;/ietf-schc:duplicate-rule/input/to;;-363;;;;;;;;;;;;2661;;;;;;;;;;
2913;data;/ietf-schc:duplicate-rule/input/to/rule-id-length;;-364;;;;;;;;;;;;2662;;;;;;;;;;
2914;data;/ietf-schc:duplicate-rule/input/to/rule-id-value;;-365;;;;;;;;;;;;2663;;;;;;;;;;
2915;data;/ietf-schc:duplicate-rule/output;;-366;;;;;;;;;;;;2664;;;;;;;;;;
2916;data;/ietf-schc:duplicate-rule/output/status;;-367;;;;;;;;;;;;;;;;;;;;;;
2917;;;;-368;;;;;;;;;;;;;;;;;;;;;;
2918;;;;-369;;;;;;;;;;;;;;;;;;;;;;
2919;;;;-370;;;;;;;;;;;;;;;;;;;;;;
2920;;;;-371;;;;;;;;;;;;;;;;;;;;;;
2921;;;;-372;;;;;;;;;;;;;;;;;;;;;;
2922;;;;-373;;;;;;;;;;;;;;;;;;;;;;
2923;;;;-374;;;;;;;;;;;;;;;;;;;;;;
2924;;;;-375;;;;;;;;;;;;;;;;;;;;;;
2925;;;;-376;;;;;;;;;;;;;;;;;;;;;;
2926;;;;-377;;;;;;;;;;;;;;;;;;;;;;
2927;;;;-378;;;;;;;;;;;;;;;;;;;;;;
2928;;;;-379;;;;;;;;;;;;;;;;;;;;;;
2929;;;;-380;;;;;;;;;;;;;;;;;;;;;;
2930;;;;-381;;;;;;;;;;;;;;;;;;;;;;
2931;;;;-382;;;;;;;;;;;;;;;;;;;;;;
2932;;;;-383;;;;;;;;;;;;;;;;;;;;;;
2933;;;;-384;;;;;;;;;;;;;;;;;;;;;;
2934;;;;-385;;;;;;;;;;;;;;;;;;;;;;
2935;;;;-386;;;;;;;;;;;;;;;;;;;;;;
2936;;;;-387;;;;;;;;;;;;;;;;;;;;;;
2937;;;;-388;;;;;;;;;;;;;;;;;;;;;;
2938;;;;-389;;;;;;;;;;;;;;;;;;;;;;
2939;;;;-390;;;;;;;;;;;;;;;;;;;;;;
2940;;;;-391;;;;;;;;;;;;;;;;;;;;;;
2941;;;;-392;;;;;;;;;;;;;;;;;;;;;;
2942;;;;-393;;;;;;;;;;;;;;;;;;;;;;
2943;;;;-394;;;;;;;;;;;;;;;;;;;;;;
2944;;;;-395;;;;;;;;;;;;;;;;;;;;;;
2945;;;;-396;;;;;;;;;;;;;;;;;;;;;;
2946;;;;-397;;;;;;;;;;;;;;;;;;;;;;
2947;;;;-398;;;;;;;;;;;;;;;;;;;;;;
2948;;;;-399;;;;;;;;;;;;;;;;;;;;;;
2949;;;;-400;;;;;;;;;;;;;;;;;;;;;;
